@RELATION names

@ATTRIBUTE  startsWithVowel  { true, false }
@ATTRIBUTE  VowelToConsonantSwitches  real
@ATTRIBUTE  consonantToVowelRatio  real
@ATTRIBUTE  containsVon  { true, false }
@ATTRIBUTE  numberOfXs  real
@ATTRIBUTE  numberOfVs  real
@ATTRIBUTE  endsWithX  { true, false }
@ATTRIBUTE  threeConsonantsInRow  { true, false }
@ATTRIBUTE  threeVowelsInRow  { true, false }
@ATTRIBUTE  nameLength  real
@ATTRIBUTE  containsSpace  { true, false }
@ATTRIBUTE  country { Swedish,Russian,French,Japanese }

@DATA
true,0.6666666666666666,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,0.5,0.5,false,0.0,0.0,false,false,false,3,false,Swedish
false,0.6666666666666666,3.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,6,false,Swedish
true,0.6666666666666666,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
true,1.0,1.0,false,1.0,0.0,false,false,false,4,false,Swedish
true,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.6666666666666666,3.0,false,0.0,0.0,false,false,false,4,false,Swedish
true,0.6666666666666666,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,0.8,2.0,false,0.0,1.0,false,false,false,6,false,Swedish
false,0.6666666666666666,1.3333333333333333,false,0.0,0.0,false,false,false,7,false,Swedish
true,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,1.0,1.0,false,0.0,1.0,false,false,false,4,false,Swedish
false,0.7142857142857143,1.0,false,0.0,0.0,false,false,false,8,false,Swedish
true,1.0,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,0.75,1.5,false,0.0,0.0,false,true,false,5,false,Swedish
false,0.75,0.6666666666666666,false,0.0,0.0,false,false,false,5,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
true,0.6,2.0,false,0.0,0.0,false,true,false,6,false,Swedish
true,0.25,4.0,false,0.0,0.0,false,true,false,5,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,1.0,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
true,1.0,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,1.0,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
true,0.75,1.5,false,0.0,1.0,false,false,false,5,false,Swedish
true,0.75,1.5,false,0.0,1.0,false,false,false,5,false,Swedish
true,0.8333333333333334,1.3333333333333333,false,0.0,0.0,false,false,false,7,false,Swedish
true,0.6,0.5,false,0.0,0.0,false,false,true,6,false,Swedish
false,0.6666666666666666,2.5,false,0.0,0.0,false,false,false,7,false,Swedish
false,0.5,4.0,false,0.0,0.0,false,true,false,5,false,Swedish
false,0.5714285714285714,3.0,false,0.0,0.0,false,true,false,8,false,Swedish
false,0.6,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.8571428571428571,1.6666666666666667,false,0.0,0.0,false,false,false,8,false,Swedish
true,1.0,1.0,false,0.0,1.0,false,false,false,4,false,Swedish
false,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,1.0,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.625,2.0,false,0.0,0.0,false,false,false,9,false,Swedish
false,0.5,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
true,0.8,1.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,1.0,1.0,false,0.0,1.0,false,false,false,6,false,Swedish
true,0.6,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.8571428571428571,1.6666666666666667,false,0.0,1.0,false,false,false,8,false,Swedish
false,0.8333333333333334,1.3333333333333333,false,0.0,1.0,false,false,false,7,false,Swedish
false,0.8333333333333334,0.75,false,0.0,0.0,false,false,false,7,false,Swedish
false,1.0,1.0,false,0.0,1.0,false,false,false,8,false,Swedish
false,0.6666666666666666,1.3333333333333333,false,0.0,0.0,false,false,false,7,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,1.0,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.875,0.8,false,0.0,0.0,false,false,false,9,false,Swedish
true,0.7142857142857143,1.6666666666666667,false,0.0,0.0,false,false,false,8,false,Swedish
false,0.6666666666666666,2.5,false,0.0,0.0,false,false,false,7,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
true,1.0,0.5,false,0.0,1.0,false,false,false,3,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
true,0.75,0.6666666666666666,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.8333333333333334,1.3333333333333333,false,0.0,0.0,false,false,false,7,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,1.0,2.0,false,0.0,0.0,false,false,false,3,false,Swedish
false,1.0,1.3333333333333333,false,0.0,1.0,false,false,false,7,false,Swedish
false,0.6666666666666666,3.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,true,false,4,false,Swedish
false,1.0,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,0.5714285714285714,3.0,false,0.0,1.0,false,true,false,8,false,Swedish
false,0.8,1.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.6666666666666666,2.5,false,0.0,1.0,false,false,false,7,false,Swedish
false,0.6666666666666666,2.5,false,0.0,0.0,false,false,false,7,false,Swedish
true,0.6666666666666666,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,1.0,2.0,false,0.0,0.0,false,false,false,3,false,Swedish
true,0.6666666666666666,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,0.6666666666666666,2.5,false,0.0,0.0,false,false,false,7,false,Swedish
false,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
true,1.0,0.6666666666666666,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.75,1.5,false,0.0,1.0,false,false,false,5,false,Swedish
false,0.5,1.5,false,0.0,1.0,false,true,false,5,false,Swedish
true,1.0,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,0.6666666666666666,3.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,0.8333333333333334,1.3333333333333333,false,0.0,1.0,false,false,false,7,false,Swedish
true,0.6666666666666666,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
true,0.6666666666666666,0.3333333333333333,false,0.0,0.0,false,false,false,4,false,Swedish
true,0.8571428571428571,1.0,false,0.0,0.0,false,false,false,8,false,Swedish
false,0.8,2.0,false,0.0,1.0,false,false,false,6,false,Swedish
true,0.6666666666666666,0.4,false,0.0,0.0,false,false,false,7,false,Swedish
false,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,1.0,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,1.0,2.0,false,0.0,0.0,false,false,false,3,false,Swedish
false,0.5714285714285714,3.0,false,0.0,0.0,false,true,false,8,false,Swedish
true,0.8571428571428571,1.0,false,0.0,0.0,false,false,false,8,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,0.6666666666666666,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
true,0.6666666666666666,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,0.6666666666666666,3.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.5,0.5,false,0.0,0.0,false,false,false,3,false,Swedish
false,0.8333333333333334,1.3333333333333333,false,0.0,0.0,false,false,false,7,false,Swedish
false,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.8571428571428571,1.0,false,0.0,0.0,false,false,false,8,false,Swedish
true,0.6666666666666666,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.7142857142857143,1.0,false,0.0,0.0,false,false,false,8,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,8,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
true,1.0,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,0.75,1.5,false,0.0,0.0,false,true,false,5,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.8333333333333334,1.3333333333333333,false,0.0,0.0,false,false,false,7,false,Swedish
false,0.8571428571428571,1.6666666666666667,false,0.0,1.0,false,false,false,8,false,Swedish
false,0.5714285714285714,3.0,false,0.0,0.0,false,true,false,8,false,Swedish
false,0.6,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,0.6,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
true,0.6,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
true,0.8,1.0,false,0.0,1.0,false,false,false,6,false,Swedish
true,0.6666666666666666,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
true,0.75,1.5,false,0.0,1.0,false,false,false,5,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.6666666666666666,2.5,false,0.0,0.0,false,false,false,7,false,Swedish
true,0.8,0.5,false,0.0,1.0,false,false,false,6,false,Swedish
false,0.5,4.0,false,0.0,0.0,false,false,false,5,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.875,1.25,false,0.0,0.0,false,false,false,9,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,0.8333333333333334,1.3333333333333333,false,0.0,0.0,false,false,false,7,false,Swedish
true,0.6666666666666666,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.6666666666666666,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.6666666666666666,2.5,false,0.0,0.0,false,true,false,7,false,Swedish
true,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
true,0.8333333333333334,0.75,false,0.0,0.0,false,false,false,7,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
true,0.4,1.0,false,0.0,0.0,false,true,false,6,false,Swedish
false,0.8,1.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.6666666666666666,2.5,false,0.0,0.0,false,false,false,7,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.6666666666666666,2.5,false,0.0,1.0,false,true,false,7,false,Swedish
true,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.6666666666666666,3.0,false,0.0,0.0,false,false,false,4,false,Swedish
true,0.8,0.5,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.6666666666666666,2.5,false,0.0,1.0,false,false,false,7,false,Swedish
false,0.7142857142857143,1.0,false,0.0,0.0,false,false,false,8,false,Swedish
false,0.8333333333333334,1.3333333333333333,false,0.0,0.0,false,false,false,7,false,Swedish
false,1.0,1.0,false,0.0,1.0,false,false,false,4,false,Swedish
true,1.0,0.6666666666666666,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.8333333333333334,0.75,false,0.0,0.0,false,false,false,7,false,Swedish
false,0.875,0.8,false,0.0,0.0,false,false,false,9,false,Swedish
false,0.6666666666666666,2.5,false,0.0,0.0,false,false,false,7,false,Swedish
false,0.8571428571428571,1.6666666666666667,false,0.0,0.0,false,false,false,8,false,Swedish
false,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.5714285714285714,3.0,false,0.0,0.0,false,true,false,8,false,Swedish
true,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.75,1.5,false,0.0,0.0,false,true,false,5,false,Swedish
false,0.6666666666666666,2.5,false,0.0,0.0,false,false,false,7,false,Swedish
false,0.875,1.25,false,0.0,0.0,false,false,false,9,false,Swedish
false,0.7142857142857143,1.6666666666666667,false,0.0,0.0,false,false,false,8,false,Swedish
false,0.6666666666666666,1.0,false,0.0,0.0,false,true,false,4,false,Swedish
false,0.75,1.5,false,0.0,0.0,false,true,false,5,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.7142857142857143,1.6666666666666667,false,0.0,0.0,false,false,false,8,false,Swedish
false,0.6,2.0,false,0.0,0.0,false,true,false,6,false,Swedish
true,1.0,0.5,false,0.0,1.0,false,false,false,3,false,Swedish
false,0.8,2.0,false,0.0,1.0,false,false,false,6,false,Swedish
false,0.75,0.6666666666666666,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.75,2.0,false,0.0,0.0,false,false,false,9,false,Swedish
false,0.8333333333333334,0.75,false,0.0,0.0,false,false,false,7,false,Swedish
false,0.6666666666666666,1.3333333333333333,false,0.0,0.0,false,false,false,7,false,Swedish
true,0.6,1.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,1.0,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.8333333333333334,1.3333333333333333,false,0.0,0.0,false,false,false,7,false,Swedish
false,0.6666666666666666,2.5,false,0.0,0.0,false,false,false,7,false,Swedish
true,0.6,2.0,false,0.0,0.0,false,true,false,6,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.7142857142857143,1.6666666666666667,false,0.0,0.0,false,false,false,8,false,Swedish
false,0.8333333333333334,0.75,false,0.0,0.0,false,false,false,7,false,Swedish
false,0.6666666666666666,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,6,false,Swedish
false,0.5,0.5,false,0.0,0.0,false,false,false,3,false,Swedish
false,0.8,2.0,false,0.0,1.0,false,false,false,6,false,Swedish
false,0.6666666666666666,3.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,1.0,1.0,false,0.0,0.0,false,false,false,4,false,Swedish
false,0.8,2.0,false,0.0,0.0,false,false,false,6,false,Swedish
true,0.6666666666666666,0.75,false,0.0,0.0,false,false,false,7,false,Swedish
false,1.0,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
true,0.6666666666666666,1.3333333333333333,false,0.0,0.0,false,true,false,7,false,Swedish
false,0.6666666666666666,2.5,false,0.0,1.0,false,false,false,7,false,Swedish
false,0.75,1.5,false,0.0,0.0,false,false,false,5,false,Swedish
false,0.5454545454545454,1.4,false,0.0,1.0,false,true,false,12,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.7272727272727273,1.4,false,0.0,0.0,false,false,false,12,true,Russian
false,0.6666666666666666,2.5,false,0.0,0.0,false,false,false,7,true,Russian
false,0.6666666666666666,2.5,false,0.0,0.0,false,false,false,7,true,Russian
true,0.8333333333333334,1.3333333333333333,false,0.0,0.0,false,false,false,7,true,Russian
false,0.5,1.3333333333333333,false,0.0,1.0,false,false,false,7,true,Russian
false,0.375,0.8,false,0.0,1.0,false,false,false,9,true,Russian
false,0.6666666666666666,2.5,false,0.0,1.0,false,false,false,7,true,Russian
false,0.5714285714285714,3.0,false,0.0,1.0,false,true,false,8,true,Russian
false,0.5714285714285714,3.0,false,0.0,0.0,false,true,false,8,true,Russian
false,1.0,1.5,false,0.0,0.0,false,true,false,5,true,Russian
false,0.8,2.0,false,0.0,1.0,false,false,false,6,true,Russian
false,0.6153846153846154,2.5,false,0.0,1.0,false,true,false,14,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,0.0,false,false,false,8,true,Russian
false,0.75,1.25,false,0.0,2.0,false,false,false,9,true,Russian
false,0.5714285714285714,3.0,false,0.0,1.0,false,true,false,8,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,0.0,false,false,false,8,true,Russian
false,0.8,2.0,false,0.0,0.0,false,false,false,6,true,Russian
false,0.5714285714285714,1.0,false,0.0,1.0,false,false,false,8,true,Russian
false,0.6666666666666666,2.5,false,0.0,0.0,false,false,false,7,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,1.0,false,false,false,8,true,Russian
false,0.6666666666666666,2.5,false,0.0,1.0,false,false,false,7,true,Russian
false,0.8,1.75,false,0.0,1.0,false,false,false,11,true,Russian
false,0.5,1.25,false,0.0,1.0,false,false,false,9,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.75,2.0,false,0.0,0.0,false,false,false,9,true,Russian
false,0.75,2.0,false,0.0,2.0,false,false,false,9,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.8,1.75,false,0.0,1.0,false,false,false,11,true,Russian
false,0.7272727272727273,2.0,false,0.0,2.0,false,true,false,12,true,Russian
true,0.7142857142857143,1.6666666666666667,false,0.0,1.0,false,false,false,8,true,Russian
false,0.6666666666666666,2.3333333333333335,false,0.0,1.0,false,true,false,10,true,Russian
false,0.6,2.6666666666666665,false,0.0,1.0,false,true,false,11,true,Russian
false,0.5714285714285714,3.0,false,0.0,1.0,false,false,false,8,true,Russian
false,0.6666666666666666,2.3333333333333335,false,0.0,1.0,false,true,false,10,true,Russian
true,0.8333333333333334,1.3333333333333333,false,0.0,0.0,false,false,false,7,true,Russian
false,0.6666666666666666,2.5,false,0.0,1.0,false,false,false,7,true,Russian
false,0.6,1.75,false,0.0,1.0,false,true,false,11,true,Russian
false,0.6,1.0,false,0.0,1.0,false,false,false,6,true,Russian
false,0.6666666666666666,1.3333333333333333,false,0.0,0.0,false,false,false,7,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.6,1.75,false,0.0,0.0,false,true,false,11,true,Russian
true,0.8333333333333334,1.3333333333333333,false,0.0,2.0,false,false,false,7,true,Russian
false,0.5,3.5,false,0.0,2.0,false,true,false,9,true,Russian
false,0.5,3.5,false,0.0,1.0,false,true,false,9,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,1.0,false,false,false,8,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.6666666666666666,2.3333333333333335,false,0.0,1.0,false,true,false,10,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,0.0,false,false,false,8,true,Russian
true,0.875,1.25,false,0.0,1.0,false,false,false,9,true,Russian
true,0.7142857142857143,1.6666666666666667,false,0.0,1.0,false,false,false,8,true,Russian
false,0.8888888888888888,1.5,false,0.0,3.0,false,false,false,10,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.6666666666666666,1.0,false,0.0,1.0,false,false,false,10,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.7272727272727273,2.0,false,0.0,1.0,false,false,false,12,true,Russian
false,0.6666666666666666,2.5,false,0.0,1.0,false,false,false,7,true,Russian
false,0.7272727272727273,1.4,false,0.0,1.0,false,false,false,12,true,Russian
false,0.8,1.75,false,0.0,1.0,false,false,false,11,true,Russian
false,0.6666666666666666,2.5,false,0.0,2.0,false,false,false,7,true,Russian
false,0.6666666666666666,2.3333333333333335,false,0.0,1.0,false,true,false,10,true,Russian
false,0.8333333333333334,1.6,false,0.0,1.0,false,false,false,13,true,Russian
true,0.7142857142857143,1.6666666666666667,false,0.0,0.0,false,false,false,8,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,0.0,false,false,false,8,true,Russian
false,0.6666666666666666,1.5,false,0.0,1.0,false,true,false,10,true,Russian
false,0.5454545454545454,2.0,false,0.0,2.0,false,true,false,12,true,Russian
false,0.6,2.6666666666666665,false,0.0,1.0,false,true,false,11,true,Russian
false,0.6666666666666666,2.5,false,0.0,1.0,false,false,false,7,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,1.0,false,false,false,8,true,Russian
false,0.8,2.0,false,0.0,0.0,false,false,false,6,true,Russian
false,0.7142857142857143,1.0,false,0.0,1.0,false,false,false,8,true,Russian
false,0.6666666666666666,1.5,false,0.0,0.0,false,true,false,10,true,Russian
false,0.5,1.25,false,0.0,0.0,false,true,false,9,true,Russian
false,0.5,4.0,false,0.0,0.0,false,true,false,5,true,Russian
true,0.8333333333333334,1.3333333333333333,false,0.0,0.0,false,false,false,7,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,1.0,false,false,false,8,true,Russian
false,0.7272727272727273,1.4,false,0.0,2.0,false,false,false,12,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.6666666666666666,2.25,false,0.0,1.0,false,true,false,13,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,1.0,false,false,false,8,true,Russian
false,0.8,2.0,false,0.0,0.0,false,false,false,6,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,0.0,false,false,false,8,true,Russian
false,0.75,2.0,false,0.0,2.0,false,false,false,9,true,Russian
false,0.8,2.0,false,0.0,1.0,false,false,false,6,true,Russian
true,0.6,2.0,false,0.0,0.0,false,true,false,6,true,Russian
false,0.5714285714285714,3.0,false,0.0,1.0,false,true,false,8,true,Russian
false,0.6666666666666666,2.25,false,0.0,0.0,false,true,false,13,true,Russian
false,0.5714285714285714,3.0,false,0.0,1.0,false,false,false,8,true,Russian
false,0.5,1.25,false,0.0,1.0,false,false,false,9,true,Russian
false,0.75,1.25,false,0.0,1.0,false,false,false,9,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.6666666666666666,2.5,false,0.0,0.0,false,false,false,7,true,Russian
false,0.6666666666666666,1.5,false,0.0,1.0,false,true,false,10,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.4444444444444444,4.0,false,0.0,1.0,false,true,false,10,true,Russian
false,0.6666666666666666,2.3333333333333335,false,0.0,2.0,false,false,false,10,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,0.0,false,false,false,8,true,Russian
false,0.75,2.0,false,0.0,0.0,false,true,false,9,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.6666666666666666,2.25,false,0.0,1.0,false,true,false,13,true,Russian
false,0.6666666666666666,2.5,false,0.0,1.0,false,false,false,7,true,Russian
true,0.7142857142857143,1.0,false,0.0,0.0,false,false,false,8,true,Russian
false,0.6666666666666666,1.3333333333333333,false,0.0,0.0,false,false,false,7,true,Russian
false,0.6666666666666666,1.5,false,0.0,1.0,false,false,false,10,true,Russian
false,0.5714285714285714,3.0,false,0.0,0.0,false,true,false,8,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.5714285714285714,3.0,false,0.0,1.0,false,false,false,8,true,Russian
false,0.6666666666666666,1.6,false,0.0,1.0,false,true,false,13,true,Russian
false,0.6,1.75,false,0.0,1.0,false,false,false,11,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,1.0,false,false,false,8,true,Russian
false,0.6666666666666666,2.25,false,0.0,1.0,false,false,false,13,true,Russian
false,0.5454545454545454,3.0,false,0.0,1.0,false,true,false,12,true,Russian
false,0.8,1.75,false,0.0,1.0,false,false,false,11,true,Russian
false,0.6666666666666666,2.5,false,0.0,2.0,false,false,false,7,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.75,2.0,false,0.0,1.0,false,false,false,9,true,Russian
false,0.6666666666666666,2.3333333333333335,false,0.0,0.0,false,false,false,10,true,Russian
false,0.6,2.6666666666666665,false,0.0,2.0,false,true,false,11,true,Russian
false,0.6,2.6666666666666665,false,0.0,0.0,false,true,false,11,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,2.0,false,false,false,8,true,Russian
false,0.6666666666666666,2.3333333333333335,false,0.0,1.0,false,true,false,10,true,Russian
true,0.6,2.0,false,0.0,1.0,false,false,false,6,true,Russian
false,0.8888888888888888,1.5,false,0.0,2.0,false,false,false,10,true,Russian
true,0.8333333333333334,1.3333333333333333,false,0.0,0.0,false,false,false,7,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,1.0,false,false,false,8,true,Russian
false,0.6666666666666666,2.25,false,0.0,1.0,false,true,false,13,true,Russian
false,0.7272727272727273,2.0,false,0.0,2.0,false,false,false,12,true,Russian
false,0.7142857142857143,1.0,false,0.0,1.0,false,false,false,8,true,Russian
false,0.6666666666666666,2.3333333333333335,false,0.0,1.0,false,true,false,10,true,Russian
false,0.75,2.0,false,0.0,2.0,false,false,false,9,true,Russian
true,0.625,1.25,false,0.0,1.0,false,false,false,9,true,Russian
false,0.6666666666666666,2.3333333333333335,false,0.0,0.0,false,false,false,10,true,Russian
false,0.8,2.0,false,0.0,0.0,false,false,false,6,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,1.0,false,false,false,8,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,1.0,false,false,false,8,true,Russian
false,0.5,3.5,false,0.0,1.0,false,true,false,9,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,1.0,false,false,false,8,true,Russian
false,0.6666666666666666,2.5,false,0.0,1.0,false,false,false,7,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,1.0,false,false,false,8,true,Russian
false,0.6666666666666666,1.6,false,0.0,1.0,false,true,false,13,true,Russian
false,0.6666666666666666,2.3333333333333335,false,0.0,1.0,false,true,false,10,true,Russian
false,0.75,2.0,false,0.0,2.0,false,false,false,9,true,Russian
false,0.8,2.0,false,0.0,0.0,false,false,false,6,true,Russian
false,0.6666666666666666,2.3333333333333335,false,0.0,1.0,false,true,false,10,true,Russian
false,0.5714285714285714,1.0,false,0.0,1.0,false,false,false,8,true,Russian
false,0.8571428571428571,1.6666666666666667,false,0.0,1.0,false,false,false,8,true,Russian
false,0.75,2.0,false,0.0,1.0,false,true,false,9,true,Russian
